u;y
1.325587633;0.035651858
0.495193597;0.588619806
0.61287148;0.530432051
0.553417498;0.627405193
1.270396005;0.514959271
-1.252393864;1.126259578
0.440087653;-0.041650481
1.389833794;0.290977413
0.235210053;0.657081514
-0.005585488;0.437942527
-0.269400209;0.388807818
-1.591614202;0.057115491
-0.157893214;-0.800978722
1.046206216;-0.55654335
2.024066368;0.050079149
-0.629014874;1.15211473
0.735305519;0.289376376
1.200618717;0.550064954
-0.860381275;0.588968563
0.729769329;0.02695335
-0.989217919;0.197163036
-0.444139696;-0.210680731
-0.105916915;-0.39068381
-0.807316311;-0.316492501
-0.329128364;-0.387356285
1.093320984;-0.225684433
0.43077676;0.182282436
1.285041635;0.405479283
-0.509556385;0.894178676
-2.454071863;0.128742046
-1.2829846;-0.903954618
1.829903287;-0.972022929
-0.885637327;0.089631442
-1.916444769;-0.258771532
-0.866515375;-0.772129889
-0.447204486;-0.899360984
-0.028482901;-0.707086941
1.832088343;-0.309666977
-0.146006719;0.760761267
0.028481591;0.32357676
-0.100579937;0.097857015
-1.734843404;0.013811383
-0.733370163;-0.534690259
-0.475802435;-0.667196803
1.745394758;-0.728994928
-0.144840276;0.43521429
0.884091434;0.297592424
0.50780482;0.37116932
-0.346406758;0.523792627
0.801463794;-0.051729764
0.714439935;0.491381916
0.110966878;0.464066103
-0.26250651;0.233746097
0.550368839;0.090411315
-0.281535804;0.261259141
-1.439571136;-0.078556765
1.664940676;-0.545750164
-0.852825464;0.376995244
-0.867036951;-0.15508435
-0.404843913;-0.402297972
-0.043053904;-0.439336853
0.594603177;-0.141042614
-0.519829388;0.340435006
-0.377801425;-0.248117081
0.492727301;-0.271051522
0.504506868;0.155642248
0.584701747;0.306255851
-0.758868773;0.195542086
-0.575922413;-0.010098773
1.776689968;-0.232372762
-0.854619155;0.553631423
0.259368829;-0.060342263
0.451145687;0.08457506
-1.798220423;0.356096797
-1.138725381;-0.636465719
-0.581865557;-1.034595146
-0.739281055;-0.773375327
-0.97154521;-0.811097012
-1.042886899;-0.805975486
-1.479698123;-1.150384298
1.003591786;-1.320330184
0.955050209;-0.25107972
0.823470249;0.218892488
-0.236073137;0.435667123
-1.464422513;0.277576647
-0.224591789;-0.495836368
0.277171919;-0.236959123
0.217145672;-0.001681266
1.310760049;0.122527009
1.180509281;0.564208186
-0.617936966;0.836112018
-0.808771994;0.152220412
0.65126522;-0.429056012
1.938609288;0.218259816
-1.94204231;0.993908047
0.068248845;-0.211704612
0.032425557;-0.020838646
0.098796931;-0.148326511
0.990129456;-0.134610781
-0.414278941;0.589638742
-0.409096328;0.141187162
0.51091378;-0.251863901
-0.120613168;0.038333065
-1.6430235;0.057087883
-0.01902191;-0.655514246
0.780673329;-0.378626323
-0.761655616;0.192358976
-0.604561318;-0.194383129
-0.228026053;-0.387234178
0.305716398;-0.318001965
-1.026413916;0.043042906
1.770808156;-0.362466903
0.722810646;0.50754972
-0.274711823;0.552474444
-0.076287815;0.144209105
0.071324077;0.236900673
0.62271035;-0.033839731
0.768421756;0.236328073
0.863384295;0.493001134
-0.787717645;0.574857274
-0.423901353;0.152028475
-0.152243707;-0.061663687
-1.647314326;-0.242179751
2.057018462;-0.964058974
0.379502944;0.184738519
1.658282569;0.240300416
-0.036526951;1.034204703
-1.365206352;0.496867786
-0.417962047;-0.143769105
0.844547221;-0.4814279
0.148337303;0.251105093
-1.490483193;0.159176633
0.824578254;-0.419653688
-0.134331635;-0.004928088
-0.804784075;-0.049195534
-0.887027332;-0.2891119
0.270556592;-0.668992378
-0.848000032;-0.269862087
-0.472805936;-0.281571044
-0.70976403;-0.310227818
0.504246234;-0.448941627
0.924155651;-0.140946724
-0.252820213;0.324557148
-0.175890573;0.178522986
2.125068854;0.019278427
-1.037144959;1.012716425
-0.83227984;0.03178036
1.358056843;-0.258109913
0.364830522;0.288148436
0.885062819;0.368803361
0.110186293;0.581408519
2.181191584;0.467673352
2.924945458;1.230033933
-1.1136316;1.900400197
0.504105167;0.483471743
-0.185777437;0.435790472
0.359663849;0.152514631
1.664911532;0.390280357
0.337948579;0.793273233
0.08289461;0.529132003
-1.00506923;0.267142658
-0.323600426;-0.191517531
0.615134561;-0.189478629
-0.86203761;-0.002161681
2.182533304;-0.414826816
-0.644420202;0.711147484
-1.239129923;0.288619994
2.306867923;-0.633684191
-1.473598404;0.821663776
-0.665976457;-0.184544165
-0.937979986;-0.326224921
0.635385299;-0.637027519
-0.899248555;-0.038247668
-0.166693864;-0.555209592
-0.673678254;-0.428147427
-0.369003515;-0.617097546
0.834857408;-0.466122911
-0.798643876;0.307692114
0.184625344;-0.321150748
-0.435305737;-0.199333868
-0.214798437;-0.384007578
-0.882776002;-0.347081817
-0.339593476;-0.427487071
-0.513137761;-0.334228661
0.359434845;-0.387872383
-0.112601572;-0.218201259
-0.721618089;-0.081571893
0.48063143;-0.383789543
0.827287264;0.096841646
-1.221024777;0.285942849
0.738858584;-0.330878843
0.554954242;0.127598629
-0.272043177;0.384703421
1.695972515;-0.025614555
-0.491635496;0.638703281
0.286352589;0.289906868
1.039208119;0.271073125
-0.087014926;0.534182897
0.288076697;0.319622325
1.274910212;0.217584908
0.212907348;0.66729463
1.116075322;0.529614092
0.7633448;0.914974874
-2.178308738;0.763844419
1.030018857;-0.661912664
-0.325964684;-0.137191767
0.740848413;-0.223076715
0.298012431;0.263736875
0.924665797;0.155727608
0.582533869;0.386706754
-0.445040925;0.405273129
-0.036314893;0.248433071
1.531842915;0.149377023
0.556070352;0.681175964
0.032308075;0.601839035
1.46270991;0.53235534
0.793594654;0.870050125
-1.870162298;0.78875125
-0.246296124;-0.344864492
0.757936133;-0.192089779
0.714949628;0.080936392
-0.457284774;0.343595882
-1.304786381;0.101075123
-0.403634485;-0.59471842
1.327344953;-0.412173745
0.508717921;0.530239957
-2.201365698;0.408575175
-0.638974839;-0.689449619
1.024810939;-0.65784932
1.294510415;-0.012873756
-0.50295557;0.71943212
0.459017068;0.288066913
0.487963106;0.253122444
-0.434101395;0.35388499
-0.446647194;0.151156924
-2.664194965;0.035490335
0.558542387;-1.183520655
0.083573804;-0.67055325
-0.017801443;-0.2168897
0.389565847;-0.043260427
-0.585239044;0.305378388
1.056649767;-0.229478087
-0.637399833;0.328290695
1.181556031;-0.078532985
0.127319025;0.34651188
-0.088235076;0.388755023
-0.699109674;0.254719109
-1.034530379;-0.250652968
1.145152965;-0.608262556
-0.07246856;0.221577725
1.716395492;0.061128469
